sarcasm
NA
NA
0.2
-0.2
-1.0
-0.2
1.0
-0.6
NA
-0.2
0.6
-0.2
0.6
0.6
1.0
NA
NA
0.6
0.6
0.6
0.6
NA
NA
0.2
-0.6
-0.2
0.6
1.0
0.6
0.2
0.6
0.6
0.6
-1.0
-0.6
0.6
-0.2
1.0
0.6
0.2
0.6
0.6
1.0
1.0
0.2
1.0
0.6
0.6
NA
NA
-0.2
-1.0
-1.0
-0.2
-0.6
-0.2
-1.0
-1.0
-0.6
1.0
0.6
-0.6
1.0
-1.0
-1.0
-1.0
0.2
0.6
-1.0
0.6
0.6
0.6
-0.6
1.0
0.6
-0.6
-1.0
0.6
NA
0.2
-1.0
0.6
0.2
0.6
0.6
0.6
-0.2
-0.6
1.0
-0.6
NA
-1.0
-0.2
-1.0
-0.6
0.2
1.0
-0.6
1.0
-0.6
-0.2
0.6
0.6
0.2
-0.6
-1.0
0.2
0.6
0.6
0.2
0.6
-0.2
-0.2
-1.0
0.6
0.6
1.0
0.6
1.0
1.0
NA
-0.2
-0.2
1.0
-0.6
0.2
NA
0.6
-0.2
0.6
NA
-0.2
-0.6
0.6
1.0
-0.6
-0.2
NA
0.6
-0.2
0.6
0.6
0.6
0.6
NA
-0.2
NA
NA
-0.6
0.6
0.6
NA
1.0
-1.0
0.6
1.0
0.6
0.2
-0.2
0.6
-1.0
-0.2
0.6
-1.0
0.2
0.2
-1.0
0.2
0.6
0.2
-0.2
-1.0
-0.6
0.6
NA
0.6
0.6
0.6
0.6
-1.0
1.0
0.2
-0.6
1.0
-0.2
0.2
1.0
0.6
1.0
0.2
1.0
0.2
-0.6
0.2
0.6
0.6
0.6
1.0
-1.0
0.6
-0.2
1.0
0.2
0.6
0.6
0.2
1.0
0.6
-0.6
0.2
0.6
0.6
NA
NA
1.0
-0.6
0.6
0.6
0.6
0.6
1.0
1.0
0.6
0.2
0.6
0.6
0.2
-0.2
0.2
-0.2
1.0
0.6
-0.6
NA
0.6
-0.2
-1.0
0.2
1.0
-0.2
1.0
0.6
0.2
0.6
0.6
-1.0
NA
-0.6
-1.0
0.6
-1.0
-0.2
0.6
-1.0
-0.2
0.2
-0.2
1.0
1.0
NA
-0.6
0.2
0.6
NA
0.6
0.6
0.6
NA
0.2
0.6
0.6
0.2
NA
NA
0.6
0.6
NA
-1.0
NA
-0.6
1.0
-0.2
NA
NA
1.0
0.6
NA
0.6
NA
NA
0.2
-0.2
-0.2
NA
0.6
NA
NA
0.6
0.6
0.2
NA
0.6
NA
-0.2
NA
NA
NA
NA
0.2
-0.6
1.0
NA
1.0
-0.2
NA
NA
0.6
NA
0.2
0.2
-0.6
NA
-0.2
0.6
0.2
-0.2
NA
0.6
-1.0
NA
0.6
0.2
0.6
-1.0
-0.2
0.6
NA
0.2
-0.6
-0.2
0.6
0.6
NA
0.6
0.6
0.6
-0.6
0.6
NA
0.6
NA
0.6
0.6
-0.2
-0.2
1.0
-0.2
NA
0.2
NA
0.6
-0.2
NA
-1.0
NA
1.0
NA
0.6
NA
NA
-0.6
NA
0.6
0.6
1.0
0.6
NA
0.6
NA
NA
0.6
-0.2
NA
0.6
NA
0.6
NA
0.6
0.2
0.6
-1.0
0.6
-0.6
NA
NA
0.2
0.2
0.6
NA
NA
NA
NA
0.6
-0.6
-1.0
1.0
-0.2
NA
NA
0.2
-1.0
0.6
0.2
-0.2
NA
-1.0
NA
-0.2
-1.0
0.6
-0.6
0.6
-0.2
0.2
0.2
1.0
0.2
-0.6
1.0
-0.6
NA
0.2
1.0
0.6
NA
0.2
0.6
0.6
-0.6
0.6
0.2
0.6
0.6
-1.0
0.2
-0.2
1.0
-0.6
1.0
0.6
0.2
0.2
-1.0
-0.2
-1.0
-0.2
-0.2
-1.0
0.6
-0.2
0.6
0.6
0.6
0.2
-0.2
-0.2
NA
0.6
NA
-0.6
NA
-0.2
1.0
-0.2
0.6
-0.2
0.6
1.0
-1.0
-1.0
1.0
0.6
0.6
0.2
0.6
0.2
0.2
-1.0
-0.2
-0.2
-0.2
-0.2
-1.0
NA
0.6
-0.6
0.6
-1.0
-0.2
-0.6
0.6
0.6
NA
-0.2
-0.2
-0.2
-0.6
0.6
0.6
0.6
-0.2
0.6
NA
-1.0
-1.0
-0.2
0.6
NA
0.6
-1.0
0.6
-1.0
NA
NA
NA
-0.6
-0.6
NA
NA
-1.0
0.2
NA
NA
0.6
NA
NA
-0.6
0.6
NA
NA
1.0
0.6
NA
NA
0.6
-0.6
NA
0.6
NA
NA
-0.2
NA
0.2
NA
0.6
NA
NA
0.2
-1.0
NA
1.0
NA
NA
-0.6
