1,3
1,3
1,3
1,8
2,30
2,5
2,30
2,10
2,20
2,20
2,5
1,2
2,12
1,3
2,3
1,2
1,2
1,2
1,2
1,10
1,2
1,4
1,8
2,8
1,5
1,5
2,8
1,2
2,30
1,3
1,2
1,3
2,13
1,3
1,9
2,30
2,4
1,20
2,20
1,5
1,2
1,3
2,3
1,10
2,9
2,9
2,12
1,20
1,2
1,7
2,3
2,3
1,4
1,2
1,1
1,2
2,1
1,4
2,4
2,20
2,15
2,5
2,1
2,3
2,30
2,30
1,1
1,4
2,20
2,5
1,3
2,11
2,5
1,5
1,1
1,6
1,3
1,5
2,15
2,15
2,6
1,4
1,4
1,8
2,7
1,6
1,7
1,9
2,20
1,9
1,1
1,1
2,20
2,11
2,18
2,18
2,30
1,1
2,5
2,5
1,4
2,6
2,6
1,2
2,50
2,2
1,9
1,9
1,2
1,3
2,10
1,2
2,6
2,1
1,3
2,4
2,15
2,5
2,7
1,2
2,14
2,14
1,1
1,2
2,8
2,4
1,3
2,3
2,3
1,3
1,5
2,5
2,50
2,14
1,5
1,5
2,12
1,8
1,8
2,2
2,12
2,15
1,2
2,1
2,30
2,30
1,2
1,5
1,5
1,1
1,1
1,5
1,5
2,3
2,12
1,3
2,8
2,12
1,5
1,3
1,1
1,5
2,50
1,5
1,5
1,5
2,20
2,6
1,2
1,10
2,2
1,1
2,2
1,2
1,9
2,4
1,4
1,5
2,7
2,15
1,8
1,1
2,3
1,4
1,10
1,7
2,7
2,10
1,2
2,7
1,5
2,4
1,5
2,5
2,25
1,3
2,3
1,3
1,5
2,20
2,5
1,20
2,20
2,15
2,15
1,1
2,1
1,1
1,3
1,10
1,1
1,1
1,6
1,1
1,1
1,1
1,5
2,7
1,3
2,11
2,16
2,15
2,3
1,4
1,4
1,9
2,10
2,12
1,20
2,20
2,17
2,8
2,2
1,5
1,5
2,1
2,4
2,8
1,4
2,3
1,5
1,9
1,1
1,2
1,3
1,1
1,7
1,7
2,30
1,1
1,4
1,6
1,6
2,15
2,3
2,15
1,7
1,1
2,1
2,12
2,12
2,5
1,5
1,3
2,3
2,6
2,6
1,3
2,3
2,18
1,4
2,6
2,20
1,5
2,5
1,4
1,4
2,6
1,6
1,6
2,15
2,20
2,13
2,13
2,13
1,5
2,15
2,15
1,10
1,10
1,25
2,30
2,30
1,7
2,7
1,4
1,10
2,10
2,15
1,8
2,20
2,20
1,1
2,1
1,1
2,110
1,9
1,2
2,2
2,3
2,25
2,25
2,25
1,3
1,2
2,11
2,11
1,2
2,2
2,30
1,15
1,6
1,6
2,15
2,1
1,1
2,15
2,15
1,6
1,8
1,8
2,2
2,4
1,2
2,10
2,20
1,8
2,8
2,12
1,2
1,4
1,3
1,5
1,5
2,4
1,5
2,12
2,12
1,5
1,5
1,6
1,6
1,3
2,7
1,3
1,4
1,10
1,6
2,6
1,5
1,5
1,5
2,29
1,19
2,40
2,40
2,15
2,15
1,3
1,5
2,5
1,2
1,2
2,20
1,6
2,33
1,9
1,9
2,20
1,4
2,4
1,1
1,2
1,2
1,8
1,8
2,15
2,15
1,4
2,5
2,5
2,8
2,15
1,2
1,2
2,2
2,20
2,10
1,1
2,17
1,7
1,7
2,7
1,3
2,30
2,30
2,2
1,3
2,15
2,15
1,20
2,3
2,2
2,20
1,4
1,4
2,12
2,12
1,6
2,9
1,5
1,15
2,15
1,4
1,4
2,13
2,7
2,5
1,5
2,12
1,5
2,5
2,2
1,5
2,11
2,11
2,2
2,3
2,20
2,2
2,8
1,5
1,6
2,5
2,20
1,12
1,3
1,3
1,3
1,1
2,6
1,2
1,2
1,6
1,8
2,30
1,5
1,3
2,2
1,1
2,2
1,1
1,5
2,5
1,3
2,10
1,2
1,2
1,2
1,64
1,1
1,1
2,12
1,7
2,60
2,11
1,5
2,9
2,5
2,12
1,2
1,2
1,3
2,13
2,5
