2,21
1,6
1,6
1,1
2,30
2,4
2,20
1,10
2,14
2,14
2,10
1,4
2,11
2,20
2,30
1,7
1,2
2,2
2,20
1,10
2,5
1,8
2,15
2,15
1,3
1,20
2,8
1,5
1,7
1,1
1,4
2,20
2,35
2,14
2,7
1,15
2,8
1,20
2,20
1,6
2,16
2,20
1,3
2,5
1,10
1,5
1,4
1,2
1,10
1,5
1,5
1,6
1,7
2,13
1,4
2,11
2,4
2,5
2,5
2,30
1,4
1,8
1,1
2,8
2,40
2,30
2,8
2,13
2,50
2,6
1,3
2,30
1,6
2,5
2,5
1,7
1,6
2,3
2,20
2,20
1,4
2,20
1,20
2,20
1,3
2,14
1,5
2,12
2,12
2,12
1,5
2,5
1,10
2,20
1,20
1,5
2,30
2,6
2,6
1,5
1,8
2,50
1,7
2,30
2,30
2,7
2,9
1,9
2,4
2,6
2,5
1,3
2,7
2,4
2,5
2,5
1,20
2,4
2,4
1,2
2,20
2,20
2,3
1,3
1,3
2,5
2,45
2,45
1,3
2,12
1,8
2,8
1,7
1,6
2,10
2,30
2,30
1,7
2,7
1,3
1,5
1,7
1,7
2,3
1,1
1,1
1,4
2,20
2,20
1,3
2,15
2,15
2,15
1,5
1,6
1,5
1,4
1,5
1,3
2,3
2,5
2,30
2,30
2,3
2,4
2,10
2,5
2,6
2,20
2,15
2,3
1,1
1,5
1,5
2,13
2,13
1,4
1,4
2,6
2,20
2,9
1,5
2,5
2,20
1,10
2,1
2,5
1,6
1,6
1,4
2,30
2,9
1,10
2,10
2,30
1,8
1,8
2,15
1,5
1,5
1,4
2,50
1,5
1,10
1,12
2,9
2,3
2,7
2,20
1,10
2,1
1,2
1,6
1,8
1,8
1,2
1,8
1,4
2,8
2,20
2,12
2,13
2,5
1,6
1,6
2,15
1,5
2,15
2,15
2,15
1,11
2,8
1,4
1,5
1,5
1,2
2,5
1,3
1,9
1,2
1,1
2,17
2,3
1,4
1,5
1,5
1,7
2,7
1,3
2,2
1,6
2,1
2,20
1,8
2,3
1,6
2,30
1,3
2,3
2,13
2,13
2,4
1,8
1,8
1,8
2,3
2,7
1,4
2,13
2,13
2,8
2,7
1,12
2,12
1,12
2,2
2,18
2,10
1,8
2,8
2,12
2,15
1,10
1,4
1,4
2,20
2,15
1,15
1,3
1,6
2,6
2,15
2,15
1,3
1,3
2,18
2,12
2,12
2,15
2,10
2,15
2,15
1,4
1,4
2,17
1,3
1,6
1,3
1,3
2,3
2,30
2,25
2,25
1,3
1,10
2,15
2,15
1,2
2,2
2,30
2,5
1,5
1,5
2,5
2,3
1,3
2,40
2,40
1,3
2,20
2,20
2,16
2,16
2,4
1,9
2,20
1,5
2,5
2,34
2,4
2,17
1,5
1,8
1,8
2,4
2,11
1,5
1,2
2,12
2,12
1,5
2,4
2,4
2,4
1,6
2,4
1,15
1,6
1,6
1,6
2,6
2,30
2,11
2,3
2,15
1,15
2,13
2,13
2,21
1,5
1,5
1,4
1,4
1,5
2,20
1,3
2,13
2,13
1,2
1,8
1,8
1,2
1,6
1,6
2,30
2,30
2,16
2,16
2,8
1,10
1,4
2,14
1,8
1,9
1,5
2,5
2,34
2,5
2,20
2,17
1,9
1,4
2,4
1,5
1,25
1,15
2,2
1,3
1,5
1,5
1,20
1,2
2,2
2,15
1,3
1,3
2,15
2,15
2,5
2,7
2,11
1,6
1,6
1,3
2,8
2,11
2,6
1,6
1,3
1,8
2,20
2,20
1,20
2,20
2,12
2,12
2,2
2,3
2,20
2,3
1,6
1,4
2,12
2,3
2,30
2,17
2,5
2,20
1,8
1,3
2,7
1,3
2,3
1,6
1,5
2,25
1,2
1,5
1,6
1,3
1,5
2,7
1,8
1,8
1,3
1,10
1,9
2,9
1,3
1,3
2,13
1,13
1,7
1,8
2,40
1,6
2,20
1,15
1,2
1,8
1,3
2,30
1,4
1,11
2,7
1,2
1,5
1,5
1,7
1,3
2,5
1,5
2,5
1,2
1,2
1,5
2,3
2,50
2,4
2,7
2,5
1,8
2,17
2,17
2,2
1,7
2,16
2,6
2,1
1,1
1,3
1,2
1,5
2,5
2,10
1,4
2,30
2,30
2,6
2,23
2,7
1,5
1,10
2,26
1,5
1,8
1,8
2,31
1,2
1,8
2,8
1,8
1,6
2,6
2,37
2,21
2,50
2,50
2,37
2,40
2,40
2,12
1,3
2,11
1,11
2,2
1,4
1,4
2,44
2,15
2,15
1,4
1,4
2,12
2,12
2,11
1,5
1,5
1,7
1,2
2,2
2,57
1,7
2,7
2,20
2,20
2,39
1,5
1,8
1,8
2,16
2,16
1,3
1,6
1,4
2,30
1,5
1,5
2,13
1,5
1,5
2,3
1,7
1,2
2,14
2,14
1,5
2,5
2,34
1,5
1,5
2,13
2,20
2,60
2,60
1,7
2,7
2,25
2,14
1,4
1,6
1,4
1,3
1,5
2,4
1,4
2,13
1,6
2,6
1,8
1,8
1,3
1,8
2,8
1,3
1,9
2,50
2,50
1,7
1,7
2,39
1,2
2,11
1,4
1,6
2,6
1,4
1,8
1,8
1,3
1,3
2,15
1,2
1,3
