2,21
2,15
2,15
1,8
2,30
1,3
2,40
1,10
2,20
2,20
1,10
1,4
1,8
2,15
1,1
2,20
1,3
1,3
2,30
2,12
2,9
1,4
2,15
2,15
2,5
2,15
2,7
2,15
2,20
2,1
1,4
2,30
2,30
1,2
2,8
2,20
1,5
2,20
1,2
2,13
2,11
2,15
2,3
1,7
1,10
2,5
2,15
1,2
1,2
2,50
2,50
2,7
2,8
2,15
1,5
1,3
2,5
2,5
1,3
1,2
1,5
1,7
1,3
1,6
2,40
2,30
2,12
1,6
1,5
1,5
1,3
2,20
1,2
2,30
2,15
2,15
2,15
1,5
2,30
2,30
1,3
1,6
2,6
2,20
2,6
2,15
2,12
2,13
2,20
2,4
1,1
1,1
1,3
2,25
1,30
1,7
1,20
2,6
2,6
2,5
1,5
2,6
2,6
2,20
2,50
1,6
2,9
2,3
2,3
2,6
1,2
2,1
1,9
2,2
1,4
1,5
2,20
2,20
1,3
1,20
1,9
1,9
1,5
2,2
2,7
2,7
2,35
2,35
1,3
1,8
1,6
1,6
2,12
1,5
2,10
2,25
1,5
1,6
1,6
2,7
1,7
1,7
2,8
1,4
1,3
1,3
1,3
2,30
2,30
1,10
1,2
2,14
2,14
2,4
2,13
1,2
2,6
2,15
2,5
1,2
1,3
1,9
1,20
1,3
1,2
2,15
1,30
1,6
2,20
2,20
1,5
1,1
1,5
1,4
1,8
1,8
1,5
2,7
1,9
1,5
1,7
1,7
2,4
1,5
2,10
2,3
1,6
1,5
1,5
1,5
2,20
2,6
1,4
2,10
1,6
1,3
2,15
1,7
1,5
2,20
2,3
2,80
1,5
1,10
2,15
2,8
2,1
2,3
1,25
1,10
1,1
2,30
1,4
1,8
2,8
1,2
1,8
2,8
2,8
1,6
1,16
2,16
2,7
1,8
1,8
2,5
1,7
2,15
2,13
2,13
1,9
1,3
2,4
2,15
2,15
2,2
2,5
2,5
1,8
1,4
1,1
2,18
1,3
2,16
1,4
2,9
1,6
2,6
1,3
2,1
1,2
2,9
1,9
2,20
2,4
2,20
2,20
1,5
2,5
1,6
1,6
1,5
1,7
1,8
1,8
1,5
1,3
1,3
1,6
1,6
2,7
1,3
2,14
1,9
2,9
2,3
1,9
1,20
2,12
2,12
1,9
2,15
1,2
1,7
1,7
1,6
1,8
1,8
2,22
1,9
2,9
2,12
2,60
1,5
1,5
1,3
1,4
2,4
2,30
2,9
1,10
1,10
1,4
1,4
2,45
2,20
1,3
1,7
2,7
2,5
1,10
2,30
2,30
1,2
1,2
2,15
2,15
1,6
1,6
2,30
1,10
1,7
1,7
2,4
2,3
1,3
2,25
2,25
2,4
2,15
2,15
2,5
2,1
2,3
2,30
2,30
1,3
1,3
2,30
2,6
2,6
2,11
1,4
1,4
2,5
2,12
2,3
2,3
2,13
2,13
2,11
2,11
1,3
2,9
2,8
2,6
1,5
1,8
1,8
1,7
2,7
2,25
1,3
1,4
1,3
1,3
1,8
1,8
2,37
1,6
1,6
1,7
1,7
2,15
2,30
1,3
1,7
1,7
2,25
1,4
1,4
1,3
1,3
2,3
2,40
2,40
2,20
2,20
1,4
1,10
2,2
1,6
1,5
2,44
1,3
2,3
2,10
1,5
1,3
2,27
2,23
1,4
2,4
1,4
1,32
1,2
1,3
2,2
1,2
1,2
2,30
2,7
2,2
1,8
1,6
1,6
2,20
2,20
1,6
2,9
1,4
1,1
2,1
2,16
1,6
1,9
1,3
2,10
2,25
1,9
2,15
2,15
2,2
2,4
