age
NA
NA
NA
NA
NA
NA
NA
NA
18
19
NA
NA
NA
18
NA
NA
NA
NA
18
NA
NA
18
NA
NA
NA
NA
NA
NA
NA
NA
21
NA
19
18
18
18
18
18
18
28
33
18
18
NA
NA
21
18
19
18
18
18
18
20
18
18
18
19
NA
18
25
18
18
13
18
18
18
18
19
18
NA
NA
19
18
18
19
18
NA
18
18
18
18
18
19
24
18
18
NA
21
21
18
19
26
19
18
18
24
NA
19
18
19
49
18
20
18
18
18
18
18
19
18
18
NA
18
18
18
NA
18
18
18
25
26
19
19
NA
NA
20
18
18
18
21
18
18
18
18
NA
22
18
21
18
19
19
18
22
21
18
19
18
18
18
19
18
NA
NA
21
18
19
20
18
19
18
20
21
27
NA
18
19
18
NA
18
21
18
18
18
18
19
NA
18
18
19
18
20
21
18
NA
NA
21
22
19
18
18
19
19
19
18
18
18
19
18
20
18
20
18
18
18
18
21
18
19
19
18
18
18
NA
19
19
18
18
19
22
18
19
19
NA
20
18
19
NA
18
19
18
19
19
18
19
18
18
19
18
18
18
19
18
19
18
18
19
18
18
18
18
19
18
18
19
18
19
18
NA
18
19
19
19
21
18
19
19
18
19
18
19
18
19
18
19
19
18
19
19
19
19
19
18
18
18
18
18
18
18
19
18
19
18
18
18
18
18
18
20
18
18
19
18
18
20
18
18
21
18
18
19
18
19
20
18
18
18
18
18
18
33
18
20
18
18
18
19
18
19
19
18
18
22
18
18
19
19
19
18
18
NA
19
NA
NA
19
18
18
18
20
NA
18
19
18
18
19
19
18
18
NA
NA
20
18
18
20
17
20
18
19
18
18
19
19
18
18
20
18
19
NA
18
18
19
18
18
18
18
18
19
18
18
NA
18
19
NA
19
19
18
18
19
18
18
18
18
19
18
18
22
19
18
21
19
19
17
18
18
17
18
19
19
18
17
19
19
18
18
19
18
18
18
18
18
19
18
18
18
18
18
24
18
20
26
18
18
22
18
20
19
18
19
18
43
NA
NA
NA
NA
NA
19
18
18
23
18
NA
22
19
19
19
19
22
19
NA
NA
18
18
18
18
22
21
54
19
18
NA
18
19
NA
NA
18
18
NA
NA
19
NA
18
NA
18
NA
21
21
17
21
22
NA
19
NA
NA
NA
NA
18
18
19
NA
19
NA
18
NA
NA
18
18
20
18
NA
18
21
18
NA
22
18
21
19.5
18
19
19
21
20
18
19
18
20
NA
44
20
18
18
20
20
19
21
18
46
19
20
18
NA
19
19
20
19
NA
NA
NA
NA
NA
18
19
18
NA
18
18
19
18
NA
NA
NA
NA
18
19
18
30
NA
18
21
18
19
19
19
18
NA
19
18
20
20
20
22
20
19
49
19
NA
18
20
19
19
21
18
20
22
39
19
23
17
19
22
26
18
19
21
18
19
18
NA
18
18
18
19
19
19
18
19
19
NA
18
18
NA
18
18
19
18
18
19
18
18
31
NA
18
35
18
19
18
18
18
22
18
19
21
21
22
18
18
18
18
18
18
38
45
20
19
18
18
18
19
18
30
19
20
18
18
18
19
18
19
18
25
19
18
21
23
18
18
18
18
18
19
18
18
20
18
18
18
18
24
20
18
22
19
20
18
23
18
18
19
18
19
19
19
19
18
20
19
18
18
19
18
20
19
19
18
18
18
18
21
18
20
23
18
18
23
18
18
19
18
29
18
18
18
19
18
18
18
19
18
18
18
23
NA
23
NA
NA
NA
18
19
18
19
19
22
19
19
18
18
22
19
18
19
20
19
18
21
19
20
18
19
18
19
19
21
20
19
18
18
18
NA
NA
18
18
18
18
NA
20
19
19
NA
18
19
18
20
NA
19
18
19
19
18
18
20
18
20
NA
NA
18
18
19
NA
19
19
20
18
18
19
20
20
19
20
19
20
20
20
19
18
19
19
21
18
21
19
18
NA
18
18
19
18
18
18
18
18
19
18
18
18
19
19
18
19
18
18
19
18
18
19
20
19
19
18
18
18
18
18
19
18
19
18
18
18
19
19
19
18
18
18
18
18
19
21
18
18
18
18
19
18
18
19
19
19
NA
19
18
NA
18
19
18
20
18
18
18
18
19
18
18
19
18
20
20
19
18
20
18
19
19
18
18
21
18
18
19
18
NA
19
NA
18
18
18
19
18
18
21
19
20
18
18
19
18
19
NA
NA
21
18
NA
21
18
NA
21
NA
19
18
19
20
25
21
NA
19
19
22
23
19
19
19
19
21
19
50
18
18
NA
18
19
18
NA
19
NA
19
20
19
20
20
NA
NA
NA
19
19
18
NA
18
20
26
20
22
31
20
18
19
19
NA
20
21
19
24
23
20
19
18
19
20
NA
20
20
18
20
19
18
19
19
20
19
NA
18
21
21
19
NA
18
21
21
23
22
NA
19
20
19
18
19
21
NA
22
19
20
NA
21
NA
19
NA
19
21
19
19
NA
19
NA
21
21
18
18
18
18
18
NA
20
19
20
21
21
20
20
20
19
19
18
NA
20
19
NA
NA
20
18
18
NA
21
23
18
21
19
18
20
22
20
18
NA
19
21
NA
NA
18
21
19
19
21
19
19
18
18
19
18
19
20
19
18
18
18
NA
19
18
20
NA
18
17
21
17
20
20
21
20
NA
18
18
19
22
22
19
23
19
19
19
NA
21
18
22
20
18
19
19
18
18
19
20
19
22
18
22
20
24
18
18
2
19
24
20
20
21
18
18
25
20
19
21
18
18
20
19
18
19
18
21
19
18
22
26
NA
19
21
19
18
18
18
18
19
21
22
18
19
42
18
18
19
21
NA
19
18
18
19
19
18
18
22
19
19
19
20
19
20
19
24
18
18
19
19
18
18
19
NA
19
24
19
21
19
18
20
21
20
21
22
19
18
18
20
18
18
21
19
18
18
18
18
19
21
19
NA
22
19
19
21
23
NA
20
NA
18
19
22
18
25
21
18
21
23
20
22
20
NA
20
22
NA
19
18
18
19
18
18
20
18
19
19
20
20
18
21
19
22
22
19
19
18
20
19
20
18
22
19
19
18
25
18
19
21
19
18
22
18
19
18
NA
17
23
24
19
19
19
19
18
20
19
21
22
19
18
21
NA
NA
19
NA
NA
20
19
NA
20
19
20
NA
NA
NA
NA
19
19
18
18
18
18
19
18
18
18
18
18
20
18
19
20
19
18
20
19
18
19
22
20
18
19
NA
18
18
18
21
18
18
19
18
NA
19
20
18
18
18
19
20
18
18
18
18
18
18
18
18
18
18
18
18
19
18
18
18
19
18
19
18
21
19
18
18
20
18
20
21
18
18
NA
NA
18
19
18
18
19
18
19
18
19
18
18
18
18
19
18
18
19
18
18
18
19
20
18
18
18
18
18
NA
NA
20
18
18
19
20
19
18
19
18
18
18
26
NA
18
18
20
21
18
19
18
18
18
19
NA
18
18
19
18
19
19
18
19
19
24
NA
18
19
19
NA
19
18
18
18
20
20
20
NA
34
39
21
20
19
18
18
18
NA
19
24
22
18
21
21
20
20
21
NA
19
23
23
19
20
22
22
NA
22
18
20
19
19
23
19
32
19
18
20
20
20
NA
18
22
21
22
20
21
18
41
20
19
22
19
19
20
21
19
19
20
21
21
22
19
25
19
20
20
19
NA
NA
18
19
20
20
22
20
18
18
19
22
20
23
18
23
23
18
19
21
20
20
20
20
18
21
17
18
21
18
21
18
20
18
NA
18
22
17
NA
18
20
21
19
18
18
19
18
20
19
20
18
18
19
NA
19
NA
21
18
NA
NA
NA
19
19
NA
18
20
21
18
NA
19
NA
NA
18
18
20
18
18
45
17
18
21
20
NA
19
18
18
NA
18
18
26
NA
NA
23
18
20
20
18
19
NA
NA
21
18
20
20
19
23
19
NA
NA
20
20
NA
20
18
19
18
18
18
20
NA
18
19
NA
17
NA
NA
NA
NA
19
18
18
18
18
NA
18
21
18
NA
18
19
19
18
18
18
18
21
18
20
18
18
19
18
18
18
19
19
18
20
18
19
19
19
18
19
19
NA
18
18
20
19
NA
19
18
20
19
NA
NA
18
18
19
NA
NA
19
18
18
22
19
20
20
19
18
18
NA
20
18
20
18
19
18
18
20
NA
18
21
NA
18
20
18
18
18
NA
19
NA
NA
NA
NA
18
19
19
19
19
23
18
20
18
23
19
18
18
18
18
NA
19
19
18
NA
18
19
19
18
18
20
NA
18
18
18
18
19
18
18
19
20
NA
19
18
NA
18
NA
19
NA
18
18
17
18
18
18
NA
20
18
18
18
18
18
18
18
18
18
NA
20
18
18
18
19
18
20
18
18
NA
19
18
NA
NA
18
NA
18
NA
18
NA
19
19
NA
18
21
19
17
19
21
19
NA
NA
NA
19
NA
22
20
NA
18
18
20
18
17
19
18
NA
19
22
19
18
19
19
18
18
21
21
19
18
NA
18
18
22
20
18
20
18
22
NA
18
21
24
18
18
21
18
18
18
21
18
18
20
18
17
18
18
NA
18
18
18
19
18
19
23
22
18
18
18
18
18
18
18
18
18
19
22
19
19
19
18
19
19
19
18
19
18
18
18
NA
18
18
18
43
22
19
19
19
17
19
20
29
18
19
NA
18
20
20
19
18
NA
21
NA
NA
20
18
19
18
18
18
149
NA
