age
NA
NA
19
18
18
18
18
24
NA
18
19
20
18
19
18
NA
NA
20
21
18
18
NA
NA
18
19
18
18
18
18
NA
18
18
18
20
18
18
19
18
18
18
20
18
18
18
18
19
18
19
NA
NA
21
18
19
18
18
19
18
18
20
NA
19
19
19
19
18
20
18
18
18
18
18
18
19
19
18
18
19
19
NA
18
26
18
19
18
18
20
18
18
19
18
NA
27
18
18
18
18
19
18
20
18
19
23
18
18
18
19
19
19
18
18
18
19
20
20
18
18
18
19
19
18
NA
19
18
19
18
19
NA
19
18
19
NA
19
18
18
18
19
18
NA
19
18
19
18
18
18
NA
20
NA
NA
21
18
18
NA
20
19
19
19
18
18
18
19
21
18
18
19
18
18
18
21
18
18
19
18
18
18
NA
18
NA
18
19
18
22
18
20
19
18
19
18
18
18
21
18
19
21
18
18
18
19
18
18
18
19
19
21
19
18
20
18
18
20
19
19
21
NA
NA
20
20
18
19
19
18
20
19
18
NA
18
18
NA
18
24
21
32
18
17
NA
25
18
20
18
19
16
18
18
18
18
17
19
NA
24
26
19
19
19
18
19
18
19
20
22
20
NA
21
22
20
NA
18
27
19
NA
18
18
17
17
NA
NA
20
29
NA
18
NA
19
18
18
NA
NA
18
19
NA
19
NA
NA
19
18
19
NA
21
NA
NA
21
21
18
NA
20
NA
18
NA
NA
NA
NA
19
19
18
NA
21
18
NA
NA
21
NA
21
18
18
NA
18
18
18
20
NA
18
18
NA
18
18
18
18
18
18
NA
18
20
18
18
19
NA
20
19
18
NA
18
NA
20
NA
18
18
20
18
19
18
NA
21
NA
21
19
NA
19
NA
22
NA
20
NA
NA
19
NA
20
21
19
NA
NA
20
NA
NA
19
21
NA
19
NA
21
NA
18
21
18
20
19
18
NA
NA
20
20
19
NA
NA
NA
NA
18
21
18
20
20
NA
NA
18
18
20
18
18
NA
19
NA
19
19
20
22
19
20
20
18
19
20
18
19
19
NA
19
18
18
NA
18
18
18
18
18
18
21
18
19
19
19
19
19
18
19
18
19
18
20
19
20
18
18
18
18
18
18
18
20
19
19
NA
19
NA
18
NA
18
19
18
18
19
19
18
18
19
19
19
19
19
19
19
19
19
20
18
18
21
18
NA
18
19
19
19
19
18
18
18
NA
18
19
19
21
19
21
19
18
20
NA
18
18
18
20
NA
18
20
18
18
NA
NA
NA
21
18
NA
NA
19
20
NA
NA
19
NA
NA
20
20
NA
NA
18
19
NA
NA
20
19
NA
20
NA
NA
18
NA
21
NA
18
NA
NA
19
19
NA
19
NA
NA
18
NA
18
NA
NA
NA
18
NA
18
NA
NA
NA
NA
NA
18
18
NA
19
19
NA
NA
NA
21
NA
20
NA
NA
18
21
NA
NA
21
NA
19
NA
NA
NA
NA
NA
NA
NA
20
19
NA
NA
18
NA
19
18
NA
20
NA
NA
NA
24
NA
18
NA
NA
NA
NA
NA
18
20
NA
18
NA
NA
NA
NA
NA
NA
NA
NA
NA
21
NA
NA
18
NA
22
NA
NA
20
18
NA
NA
18
NA
19
NA
NA
NA
20
NA
NA
22
NA
18
21
NA
NA
18
20
NA
NA
NA
NA
NA
NA
21
18
NA
NA
NA
NA
NA
22
NA
NA
NA
NA
NA
NA
NA
20
NA
NA
21
NA
NA
NA
21
NA
19
NA
NA
NA
NA
NA
18
NA
18
NA
21
NA
NA
NA
21
NA
NA
18
NA
NA
20
18
NA
19
NA
NA
NA
18
NA
NA
20
NA
NA
18
NA
18
NA
19
NA
NA
NA
NA
NA
21
20
NA
NA
20
19
NA
19
NA
NA
20
NA
20
NA
NA
NA
NA
NA
NA
21
NA
21
NA
19
NA
18
NA
NA
20
NA
NA
NA
NA
NA
NA
20
20
NA
NA
NA
NA
20
NA
NA
19
NA
NA
NA
NA
19
NA
NA
NA
19
NA
22
NA
NA
20
NA
NA
NA
NA
18
NA
18
NA
18
NA
NA
18
19
NA
19
NA
22
NA
19
NA
NA
NA
18
20
NA
18
NA
NA
19
NA
18
19
NA
NA
19
19
NA
NA
NA
19
NA
NA
19
18
22
18
20
18
19
NA
18
22
18
22
21
18
18
23
19
18
19
20
18
18
NA
18
18
18
21
18
21
18
18
22
19
19
18
18
18
18
19
19
18
18
18
19
20
22
22
18
20
18
NA
NA
19
17
18
18
18
18
17
18
19
18
18
27
25
18
18
18
27
18
21
18
19
18
21
19
22
19
31
19
18
18
20
18
22
NA
18
20
25
NA
NA
NA
19
25
22
18
28
NA
18
18
NA
NA
18
30
19
18
19
18
NA
NA
18
18
21
19
18
22
19
18
18
23
23
20
18
19
19
18
18
NA
19
18
19
18
20
19
NA
18
24
18
20
28
17
23
NA
NA
20
20
28
21
18
19
19
NA
20
18
18
18
NA
20
